gene_name,NC,NC1,NC2,A,A1,A2
RP11-292B1.2,0,0,0,0,0,0
RN7SL752P,0,0,0,0,0,0
IFI27L1,3603.45,3405.44,3412.23,686.911,2494.36,2488.79
IFI27L2,81.2186,50.8588,60.7469,48.7473,56.3035,51.6604
RP11-334G22.1,0,0,0,0,0,0
RP5-1170K4.7,0,0,0,0,0,0
CTB-78H18.1,0,0,0,0,0,0
RP11-707O23.5,0.245277,0.228127,0.0683043,0.677315,0.025321,0.0460502
C7orf13,2.35217,2.0289,2.35722,2.28007,2.03752,1.68759
RP11-81M19.1,0,0,0,0,0,0
RP11-478B9.2,0,0,0,0,0,0
RP11-81M19.3,0,0,0,0,0,0
RP11-39C10.1,0.0152602,0,0,0,0,0
CTD-2235C13.1,0,0,0.451536,1.07885,0.738869,0.445377
CTD-2235C13.2,0,0,0,0,0,0
CTD-2235C13.3,33.3944,33.8149,35.0925,66.4889,70.2015,74.2276
AZI2,124.444,113.249,126.059,36.3293,43.0084,45.3723
AC097713.5,0,0,0,0,0,0
ZNF436,8.6838,9.45937,9.72256,12.5735,12.4317,13.2869
ZNF431,11.168,8.74127,11.443,9.87389,7.6142,7.43754
ZNF430,6.50373,7.31039,5.44708,6.23076,4.77074,5.27709
ZNF433,2.15818,2.14424,2.50665,2.10698,2.39505,2.12365
ZNF432,17.3815,23.6866,18.3638,8.03273,7.53726,7.79492
RP11-629F19.1,0,0,0,0,0,0
ZNF438,1.43179,1.42936,1.53674,1.58879,1.25295,1.33323
RP11-457P14.5,0,0,0,0,0,0
KATNBL1P1,0,0,0,0,0,0
KATNBL1P2,0,0,0,0,0,0
KATNBL1P3,0,0,0,0,0,0
KATNBL1P4,0,0,0,0,0,0
VN1R91P,0,0,0,0,0,0
KATNBL1P6,0,0,0,0,0,0
AL590708.2,0.172344,0.0602209,0.0607234,0.217316,0.067147,0
AC099539.1,0,0,0,0,0,0
OSBPL9P2,0,0,0,0,0,0
AL590007.1,0,0,0,0,0,0
AC002511.1,0,0,0,0,0,0
AC002511.3,0.0355162,0.0366653,0,0,0.0407677,0
AC002511.2,0,0,0.127383,0,0,0.126649
RP11-15B17.3,0,0,0,0,0,0
RNU2-62P,0,0,0,0,0,0
CTC-250I14.6,64.2084,103.973,83.135,24.6952,43.085,28.15
TM6SF1,4.94749,3.40451,3.24544,1.08914,1.19309,1.4984
TM6SF2,0,0,0,0,0,0
AC006111.1,0.0977702,0.159756,0.159339,0.189526,0.0664836,0.0402979
CTC-250I14.3,38.1333,42.5855,47.7523,42.2832,42.4049,42.9732
CTC-250I14.1,0,0,0,0,0,0
RTCB,33.815,35.5557,37.9718,30.2946,31.6984,33.5052
RTCA,48.0011,44.7741,45.3726,26.205,27.6037,25.2809
ACTL9,0,0,0,0,0,0
ACTL8,0,0,0,0,0,0
RP11-31I22.4,0,0,0,0,0,0
RP11-31I22.1,0,0,0,0,0,0
RP11-31I22.2,0,0,0,0,0,0
RP11-31I22.3,0,0,0,0,0,0
AC007551.3,0.649231,0.326672,0.935294,0.167804,0.342223,0.410246
CTC-471F3.6,0.121097,0.137578,0.0874538,0.249362,0.213421,0.23114
CTC-471F3.5,10.6777,11.0832,10.6052,10.3695,11.6268,10.8964
CTC-471F3.4,0.952121,0.681002,0.909943,0.406481,0.673164,0.420629
SLC4A11,4.80629,6.08741,5.80138,12.1101,12.6338,10.6735
SLC4A10,0,0,0,0,0.0105036,0
OR5W1P,0,0,0,0,0,0
RN7SL481P,0.273291,0,0,0,0,0
RP4-633I8.3,0,0,0,0.35976,0,0
RP11-347E10.1,0,0,0,0,0,0
KIAA0232,6.47119,7.64452,7.90944,6.82477,7.14812,6.36386
RP4-633I8.4,0,0.209059,0,0.259002,0,0.213638
CTD-2562J17.4,0,0,0,0,0,0
CTD-2562J17.7,0,0,0.102161,0.122227,0,0.101925
CTD-2562J17.2,0,0,0,0,0,0
AC011343.1,0,0,0,0,0,0
NBPF18P,0.0867505,0.219689,0.215228,0.232007,0.174577,0.220673
CTD-2562J17.9,0,0,0,0,0,0
RP11-350G13.1,0,0,0,0,0,0
ZNF885P,0,0,0,0,0,0
RP4-564M11.2,4.34395,2.72501,2.71146,1.2963,1.46431,1.66095
RNU1-84P,0,0,0,0,0,0
RP11-508M8.1,0,0,0,0,0,0
ICA1,3.90586,3.60606,3.71358,1.08421,1.41093,1.46474
UGDH,25.1848,23.2626,23.9284,21.4729,22.003,22.6023
RNU6-1110P,0,0,0,0,0,0
USP2-AS1,0.252389,0.16768,0.265403,0.240156,0.161679,0.166666
RNU6-580P,0,0,0,0,0,0
AP1B1,19.7063,20.1553,20.7208,26.7576,28.3457,26.6986
RP11-279F6.1,0,0.0472402,0,0,0.0543879,0
SPTY2D1-AS1,0.80104,0.46361,0.0995522,0.213034,0.0554606,0.163201
SECISBP2,14.6594518,12.139708,13.122288,7.920419,6.3982121,6.481
OR5H6,0,0,0,0,0,0
OR5H1,0,0,0,0,0,0
AC007742.3,0,0,0,0,0,0
OR5H2,0,0,0,0,0,0
TXLNG,5.471,6.97096,7.16836,4.59338,5.15081,4.82571
TXLNB,0.243216,0.347914,0.34325,0.639646,0.20439,0.375703
TXLNA,22.2535,22.8522,24.806,17.8683,20.1536,19.6072
HRASLS5,0,0,0,0,0,0
NEK4P2,0,0,0,0,0,0
NEK4P3,0,0,0,0,0,0
HRASLS2,0.730451,1.23894,1.45069,1.40035,1.675,1.22226
RP11-381I15.1,0,0,0,0,0,0
RP13-492C18.2,0.438043,0.391247,0.484634,0.0965175,0,0.0336641
RP13-492C18.1,0,0,0,0,0,0
IGLV7-43,0,0,0,0,0,0
XXcos-LUCA11.5,6.04522,4.50984,4.74359,5.50849,7.66792,6.27279
FAM170B,0,0,0,0,0,0
FAM170A,49.7512,53.8887,54.9152,79.1539,83.8866,99.1725
FEZ1,65.5239,54.363,58.4162,39.2327,38.0546,39.2886
PAPPA-AS1,0.0378192,0.0256259,0.0255065,0.0151647,0.0284078,0
RP11-127I20.7,9.06205,9.04421,9.28932,6.94844,6.17416,5.30417
FEZ2,18.3069,19.9505,20.6386,19.7348,17.5259,19.2556
RNU6-981P,0,0,0,0,0,0
RP11-274B18.2,0,0,0,0,0,0
RP11-274B18.3,0,0,0,0,0,0
RP11-274B18.4,0,0,0,0,0,0
GLUD1P3,0.586623,0.980766,0.677034,0.790273,0.652169,0.88047
RNU4-80P,0,0,0,0,0,0
RP11-122K13.14,0,0,0,0,0,0
RP11-438C19.1,0,0,0,0,0,0
RAB4B,23.1491,24.1334,25.2632,26.6028,24.5674,25.699
RP11-122K13.12,0.736502,0.565146,0.714256,0.511807,0.315518,0.358075
RAB4A,27.7421,23.0408,23.2239,34.0914,34.4768,33.1711
MIR659,0,0,0,0,0,0
MIR658,5.18804,5.19333,5.75181,4.62314,5.71636,5.18055
RP4-635E8.1,0,0.102801,0,0,0,0
MIR653,0,0,0,0,0,0
MIR652,0,0,0,0,0,0
MIR651,0,0,0,0,0,0
MIR650,0,0,0,0,0,0
MIR657,0,0,0,0,0,0
MIR656,0,0,0,0,0,0
MIR655,0,0,0,0,0,0
MIR654,0,0,0,0,0,0
LINC00382,0,0,0,0,0,0
LINC00383,0,0,0,0,0,0
LINC00380,0,0,0,0,0,0
LINC00381,0,0,0,0,0,0
LINC00387,0,0,0,0,0,0
LINC00384,0,0,0,0,0,0
LINC00385,0,0,0,0,0,0
IL12RB1,0,0,0,0,0.0188242,0.0922278
LINC00388,0,0,0,0,0,0
IL12RB2,1.37924,0.947015,0.966331,1.00402,1.25554,1.09877
ATP6AP1,37.1362,36.7205,37.5583,61.8485,64.1424,65.0005
RP11-266E6.3,0,0,0,0,0,0
ATP6AP2,79.2444,76.4964,80.2258,93.6703,97.1748,97.5878
RALGPS1,0.920709,0.998002,0.89798,1.55866,0.856549,0.763687
RNU6-1248P,0,0,0,0,0,0
PDCL,8.01655,7.53341,7.78311,11.0869,12.5358,12.1388
EEF1A1P27,0,0,0,0,0,0
AC016629.8,7.95295,7.13765,10.609,7.05895,7.27866,7.27691
H2BFS,1.64536,1.43173,0.627846,0.438265,0.937587,0.72851
CTC-441N14.4,0.148051,0.0327195,0.178313,0.116368,0.301165,0.324635
CTC-441N14.1,0,0,0,0.0673521,0,0
AL590483.1,0,0,0,0,0,0
OR4N2,0,0,0,0,0,0
CTA-305I2.2,0,0,0,0,0,0
CTA-305I2.1,0,0,0,0,0,0
PRY2,0,0,0,0,0,0
CTD-2611K5.5,0.0177383,0,0,0,0,0
OR4N4,0,0,0,0.0738532,0,0.0318705
OR4N5,0,0,0,0,0,0
MAP1LC3A,13.3058,12.0957,12.1452,16.9138,19.6852,15.5146
AC016582.2,0,0.198752,0,0,0,0
ACOT8,10.8926,9.01942,8.60374,9.28276,10.7599,10.4028
EEF1A1P24,0.024083,0,0,0,0,0
ACOT6,0.0424443,0,0,0,0,0
ACOT7,55.5962,49.9074,51.3376,46.7995,51.8353,50.7065
ACOT4,0.104822,0.0532881,0.14588,0.1577,0.0590768,0.0806055
ACOT2,3.55966,2.64369,3.50144,3.00965,3.26285,3.16446
BTF3L4P1,0,0,0,0.423851,0,0
RP11-74C3.1,0,0,0,0,0,0
ACOT1,0.650127,0.759833,0.625512,0.544384,0.403112,0.598147
COQ10BP2,0,0.113885,0.057269,0.0683154,0,0.0576561
RBBP9,7.93719,6.90155,7.82755,10.1501,10.292,9.97321
RBBP8,74.373545,75.4780856,77.8989125,135.371728,136.851677,148.710395
RP3-398G3.5,0,0,0,0,0,0
RBBP7,33.6196,33.4005,32.6388,41.8339,38.9635,39.2142
RBBP6,14.799,15.6464,18.173,12.137,13.5711,12.1508
RBBP5,8.53558,8.31182,9.16371,7.22974,7.16128,7.73908
RBBP4,73.0574,61.883,62.6838,64.4824,73.995,62.4004
RAB44,0.0222385,0.0112902,0.0336988,0.026711,0.0875941,0.0227663
RP11-295D22.1,0,0,0,0,0,0
RAB42,0.0874175,0.1478,0.114833,0.25571,0.163059,0.119196
EEF1A1P25,0.0531945,0.0272909,0.0272708,0.259688,0.0303108,0.0275635
RAB41,0.190751,0.230703,0.279336,0.130464,0.122282,0.202239
BTF3L4P4,0,0,0,0,0,0
GABRB2,0,0,0,0,0,0
ABCD1P2,0,0,0,0,0,0
ABCD1P3,0,0,0,0,0,0
RP1-269O5.3,0,0,0,0,0,0
ABCD1P4,0,0,0,0,0,0
ABCD1P5,0,0,0,0,0,0
C12orf4,7.22075,8.0404,9.34787,7.32713,7.67847,7.81816
C12orf5,24.8121,30.975,32.3131,16.0108,15.8313,16.2276
MRPS17P1,0,0,0.00974922,0,0.0108629,0
GGTLC2,0,0,0,0,0,0
OR2AI1P,0,0,0,0,0,0
RP11-403N16.5,0,0,0,0,0,0
RP11-403N16.2,0,0,0,0,0,0
RP11-403N16.3,0,0,0,0,0,0
RP11-405F3.5,0,0,0,0.103626,0,0
RP11-405F3.4,0,0,0,0,0,0
RP11-405F3.2,0,0,0,0,0,0
GLUD1P9,0,0,0,0,0,0
LINC-ROR,0,0,0,0.0143056,0,0.0121905
NARS,161.506,148.789,153.386,64.0336,64.8634,73.2331
AL022328.1,45.6022,44.9822,85.5266,57.7121,76.085,78.4221
NT5C3AP1,0.0775173,0.0593623,0.118395,0.0469508,0.0439095,0.139763
RNU4-39P,0,0,0,0,0,0
RP1-121G13.3,0.098668,0.0514162,0.0519307,0.308423,0.0572813,0
ZNF33B,10.8457,6.91558,6.59608,6.12663,5.62164,7.02537
NARF,14.9227,12.5782,13.2078,28.5462,32.1419,30.5988
ZC3HC1,7.91114,7.13809,9.35665,6.20787,5.80834,6.2505
GSPT2,1.92855,1.92138,1.97939,3.05032,3.08474,3.00966
GSPT1,76.4813,76.2782,81.3521,58.0677,59.2772,62.1984
GRAMD3,12.3995,12.9092,13.3443,11.0287,11.3682,9.9494
RP1-151B14.9,0,0,0,0,0,0
RALGPS2,6.17103,7.34201,6.84841,6.61992,7.3582,7.07116
MIER1,21.1303,20.8933,22.7988,16.9388,15.8779,16.8051
MIER2,6.20415,6.40869,6.69634,5.28278,4.95288,4.59911
MIER3,6.76049,7.89901,7.14035,6.32714,5.41767,5.25512
PAPD7,9.13095,10.0573,10.2912,10.5435,8.02734,9.16175
PAPD4,24.7794,22.5709,23.8446,15.1662,15.2468,15.3995
PAPD5,5.3772,6.27878,6.06981,4.56267,4.85174,3.92894
TRIM60P10Y,0,0,0,0,0,0
AC023385.1,0,0,0,0,0,0
FAM90A10P,0,0,0,0,0,0
LRBA,18.3665,18.8878,18.1616,21.8196,20.5217,18.6331
TOLLIP,24.757715,24.391607,26.9183,23.866777,23.355314,23.645805
RP11-771K4.1,0,0.0883309,0,0.0528391,0.0491535,0
PPP2R5D,11.9964,11.5956,13.5686,17.2717,16.137,17.4252
PPP2R5E,22.9109,23.5565,25.8719,19.9806,19.286,18.5707
PPP2R5A,13.3624,14.3787,14.5952,12.8899,13.1948,11.4508
PPP2R5B,14.0354,13.1979,13.4186,6.89505,6.90855,5.69948
PPP2R5C,59.6382,57.1798,62.1078,51.5509,55.1667,53.3792
RP11-22L13.1,0,0,0,0.0104019,0,0
RP11-812D23.1,0,0,0,0,0,0
LCMT2,2.7695,2.86386,3.43209,2.87072,3.4042,4.15584
RP11-793A3.2,0,0,0,0,0,0
SNORD115-27,0,0,0,0,0,0
RP11-793A3.1,0,0,0,0,0,0
RP1-41P2.7,0,0,0,0,0,0
NAMPT,151.767,146.533,169.508,50.9316,63.8592,63.8062
AC009403.2,1.27014,0.800654,1.19787,1.04926,0.80224,2.16257
H2AFB2,0,0,0,0,0,0
RP11-109P14.2,0,0,0,0,0,0
HCLS1,11.1065,8.20132,9.08014,9.29386,9.14804,10.1012
AL137846.1,0,0,0,0,0,0
RP11-109P14.9,0.0569861,0.059708,0.0601939,0.143638,0.0665838,0.302353
RP5-892F13.2,0,0,0,0,0,0
RP11-523L1.2,0.0214035,0,0.021836,0,0,0
FAM90A20P,0,0,0,0,0,0.0245412
OR4A45P,0,0,0,0,0,0
ARL5A,26.2582,34.8316,36.9893,63.3318,68.3931,66.1572
SCRG1,0.0134142,0.0200802,0,0.0478845,0.00752146,0.0136862
ARL5C,0,0.0130178,0,0,0,0
RP11-286E11.1,0.0217009,0.0379206,0,0.0521287,0.0280167,0.0382374
RP11-854K16.2,0,0,0,0,0,0
RN7SL297P,0,0,0,0,0,0
AC116035.1,0,0,0,0,0.148684,0.134748
AC116035.2,0,0,0,0,0,0
SLFN14,0,0,0,0,0,0
FOXD4,0.0715113,0.0727667,0.0434772,0.0172348,0.0645471,0.0146776
MTND4P8,0,0,0,0,0,0
FOXD2,0.0885447,0.115221,0.0954039,0.158749,0.184349,0.180626
FOXD3,0,0,0,0,0,0
SLFN12,5.52273,6.71242,6.43714,9.71508,10.3174,11.0732
RP11-391J2.3,0,0,0,0,0,0
IGHVII-44-2,0,0,0,0,0,0
RP11-76E16.2,0,0,0,0,0,0
RP11-116D17.2,0,0,0,0,0,0
RP11-116D17.3,0,0.0317265,0.0634828,0.0377945,0,0
RP11-116D17.1,0,0,0,0,0,0
RNU6-820P,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0
MIR892B,0,0,0,0,0,0
AC006019.4,0,0,0,0,0,0
RP11-17M24.2,0,0,0,0,0,0
RP11-17M24.1,0,0,0,0,0,0
CAPN15,9.72797,9.72202,9.990817,7.9973817,7.570306,7.2231347
CAPN14,1.36672,3.42278,2.82628,1.80567,3.37898,4.00711
CAPN13,0,0.0287205,0,0.0160249,0.0319027,0.194533
CAPN12,33.4445,30.5414,34.5477,33.7068,35.7516,34.5774
CAPN11,0,0,0,0,0.0126085,0.0225016
CAPN10,4.26656,4.55925,4.05738,4.02671,3.91248,3.89942
AC004449.6,0,0,0,0.329387,0.150751,0
SLC35D3,0,0,0,0,0,0
SLC35D2,20.7404,17.9211,16.7547,13.435,11.8123,13.4349
SLC35D1,8.37689,8.26207,8.77186,14.6282,14.413,13.6128
COX7B,38.8353,22.099,27.2413,43.3238,37.7047,40.4655
HIBCH,9.31515,9.45689,9.18322,16.0314,16.2743,14.252
RP5-1033H22.2,1.47352,2.41099,2.51501,4.80274,0.872975,1.12909
BMPER,0.755281,0.646671,0.430157,0.137433,0.0695931,0.11758
GLYATL1P4,0.0136137,0,0,0,0,0
AC145060.1,0,0,0,0,0,0
GLYATL1P1,0,0,0,0,0,0
GLYATL1P3,0,0,0,0,0,0
GLYATL1P2,0,0,0,0,0,0
HYI,34.2921,26.0987,26.2296,14.9993,16.3436,17.4636
RP11-447B18.1,0,0,0,0,0,0
MPRIP,61.02334,70.4567383,65.326965,47.9519268,45.2193316,47.6187146
AC006547.8,18.2522,22.5947,17.7833,17.1412,18.3323,17.1366
MTND2P19,0,0,0,0,0,0
C11orf96,0.173466,0.229937,0.282058,0.0419417,0.117718,0.124907
C11orf95,1.15174,0.886212,1.0939,3.79853,3.22119,3.95106
C11orf94,0,0,0,0,0,0
RP11-124B13.1,0,0,0,0,0,0
C11orf91,350.378,337.445,343.821,367.049,386.688,395.2
THUMPD1,14.9229,14.4704,16.1261,9.77906,10.8003,10.2754
CTD-2008N3.1,0,0,0,0,0,0
THUMPD3,18.6224,22.518,24.0126,15.1503,16.324,15.4844
THUMPD2,5.39094,7.64914,6.64906,5.29964,4.79869,5.86919
CHORDC1,16.1194,18.9919,14.5559,11.9913,10.4633,8.4302
PXDNL,0.282727,0.155694,0.0863768,0.261964,0.276354,0.210819
MLLT4,27.5177,31.6725,32.6673,22.4822,19.3483,21.9418
LRP2BP,0.137049,0.116647,0.100513,0.119143,0.114761,0.239251
MLLT6,13.2853,11.287,11.1152,15.0954,13.0955,13.5156
MLLT1,12.5874,14.3028,14.4444,13.2303,13.4395,12.8763
MLLT3,14.1292,11.6348,13.6801,16.7032,15.7469,15.8581
SYNJ1,1.96402,2.51781,2.55983,3.26268,3.67094,3.42114
MIR3670-1,0,0,0,0,0,0
MIR3670-2,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0
KRT12,0,0.06933,0,0,0,0.03497
RPS15AP12,0,0,0,0.208581,0,0
RPS15AP10,0.155199,0.697452,0.539781,0.645854,0,0.177974
RPS15AP11,0.152789,0.34276,0.176703,0,0.579648,0.172851
RPS15AP16,0,0.396605,0,0,0,0.405133
RPS15AP18,0,0,0,0,0,0
XX-FW81066F1.2,0.0755061,0.240438,0.0812337,0.194144,0.17918,0.0813145
RP11-248B24.4,0,0,0,0,0,0
RP1-79C4.4,0,0,0,0,0,0
AP001623.1,0,0,0,0,0,0
PCDHA2,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
PCDHA3,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
PCDHA1,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
PCDHA6,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
RP11-534C12.1,0,4.73125,0,6.11468,0,0
PCDHA4,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
PCDHA5,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
MIR670HG,115.875,106.109,114.325,73.0474,82.5103,83.6137
EIF4A1,587.877,681.728,644.108,779.698,547.646,551.088
LA16c-366D3.1,0.032876,0,0,0,0,0
PCDHA9,4.90822,4.23447,4.3344,3.26995,2.7349,2.61494
AC092159.3,0,0,0,0,0,0
EPM2AIP1,2.1588,2.64569,2.656,5.80767,5.61754,5.19689
ESYT2,25.8813,29.3364,30.026,33.5741,33.2712,34.5358
RNU6-69P,0,0,0,0,0,0
RP11-68L18.1,0.0173038,0.00877621,0,0.031108,0.029154,0.197052
RP11-613M5.1,0,0,0,0,0,0
RP11-613M5.2,0.20385,0,0,0,0,0
OR2T8,0,0,0,0,0,0
VWC2L-IT1,0,0,0,0,0,0
CDX2,0,0,0.00739518,0,0,0
RP11-37N22.1,0,0,0,0,0,0
CDX4,0,0,0,0,0,0
RP11-613M10.8,110.17,109.153,110.369,93.7744,88.8691,91.6803
RP11-613M10.9,110.17,109.153,110.369,93.7744,88.8691,91.6803
LRFN3,5.0286,3.9183,4.37685,4.76576,4.57526,5.01219
CTD-2331H12.5,8.5657,8.76782,8.14498,4.26253,4.67739,3.86855
HNRNPA3P5,0,0,0,0,0,0
HNRNPA3P4,0,0,0,0,0,0
LYRM7,6.79906,7.85127,5.35309,6.73561,6.46851,6.51632
HNRNPA3P2,0,0,0,0.0781855,0,0.0657248
LRFN5,0.0080355,0.0163251,0.00809392,0,0.0166477,0
LRFN4,5.52449,4.16025,4.81443,5.78187,5.95606,6.81526
NKX2-2,0,0,0,0,0,0
NKX2-3,0,0,0.0151689,0,0.0168884,0
LYRM9,3.08571,3.95741,3.17273,2.78559,2.28831,1.94275
NKX2-1,3.66284,2.83665,2.92211,10.3151,9.33451,8.69187
NKX2-6,0,0,0,0,0,0
CTD-2331H12.7,0.2994,0,0.329922,0.394841,0.241692,0
HNRNPA3P9,0.0730393,0.527654,0.188906,0.31493,0.0838488,0.152409
HNRNPA3P8,0,0,0,0,0,0
RP11-397D12.4,0,0,0,0,0,0
BRAT1,5.61916,5.79736,6.65485,8.90289,7.52022,8.75545
OAS1,63.3583,86.322936,94.4698,15.580736,51.013,45.543622
OAS3,61.9348,89.9721,89.0793,13.1753,39.264,39.8091
OAS2,87.1401,142.304,148.579,18.3132,58.1574,50.8499
TUBA3GP,0,0,0,0,0,0
OR2T1,0,0,0,0,0,0
TDRD6,0.051313,0.0259313,0,0.117307,0.166114,0.0304611
OR7E93P,0,0,0,0,0,0
RP11-256G5.1,0,0,0,0,0,0
PEX5L-AS2,0,0,0,0,0,0
RN7SL21P,0,0,0,0,0,0
OASL,20.133,31.6793,38.0293,3.85494,8.45246,8.0154
CCIN,0.0162781,0,0,0,0,0
CTD-2288F12.1,0,0.235719,0,0.288531,0,0
LINC00854,0.305974,0.306434,0.361675,0.410767,0.22837,0.404845
RP11-381K7.1,0,0,0,0,0,0
C22orf42,0.0165836,0.144819,0.158737,0.0200309,0,0
RP3-326I13.1,0,0.056849,0,0,0.0157579,0
DTHD1,0.021032,0.0524664,0.110279,0.244969,0.310868,0.214351
RP11-407P2.1,0,0,0,0,0,0
RNU6-755P,0,0,0,0,0,0
ASPHD1,1.53179,0.974794,1.34906,0.628892,0.521549,0.410375
LINC00851,0,0.0584624,0,0,0,0
RNU6-712P,0,0,0,0,0,0
AC098784.2,0,0,0,0,0,0
AC098784.1,0,0,0,0,0,0
MTND4P3,0,0,0,0,0,0
PTGFRN,56.2003,58.5366,59.8873,97.1714,97.1565,103.392
AC018630.2,0,0,0,0,0,0
UBAP2,16.3746,17.3382,17.7084,16.3695,17.3847,16.4221
UBAP1,49.332,51.2206,54.4823,22.5193,23.8683,23.5501
AC018630.1,0,0,0,0,0,0
DHRS4-AS1,8.05965,6.40526,7.05551,6.11798,5.01041,6.23484
RP11-434D12.1,48.9633,44.1164,45.3456,45.223,44.7939,44.2356
SMIM9,0,0,0,0,0,0
CDC6,6.18421,4.95735,5.87607,3.9857,4.46947,5.31452
TMEM9B,29.9976,28.9354,31.936,30.6597,29.5741,28.8511
TNFSF13B,4.00373,5.42791,5.54953,5.39724,5.71124,5.25953
RP11-60L3.1,0.115624,0,0.199485,0.191899,0.186559,0.0837663
AC027348.1,0,0,0,0,0,0
AC062016.3,0,0,0,0,0,0
RP11-60L3.2,0,0,0,0,0,0
KLHL36,17.0441,14.482,15.4575,15.5544,16.1185,15.2662
TMEM98,22.8359,21.6817,21.0304,41.4299,37.4789,36.8992
KLHL35,0.067624,0.160823,0.155861,0.311874,0.23687,0.202975
OR4K12P,0,0,0,0,0,0
KLHL33,0,0,0,0,0.019272,0
KLHL30,0.1685,0.181711,0.215587,0.0379245,0,0.0646576
KLHL31,1.40677,1.10521,0.95189,1.69827,1.26046,0.94128
TMEM92,9.50053,10.0575,7.73962,5.80458,6.57286,6.13027
RP13-650J16.1,0.220571,0,0,0.0704641,0,0.118691
TMEM91,15.1623,13.1477,14.301,11.2997,11.6741,10.548
TMEM97,3.54974,3.87465,3.08774,7.34203,9.29972,6.96127
KLHL38,0,0.0161995,0,0.0959758,0.0538973,0
TMEM95,40.5391,52.1079,47.8492,22.8827,31.2625,27.5761
RP11-777J24.1,0,0,0,0,0,0
RPS6KA2-IT1,0,0.0799221,0.162005,0,0,0
RP11-413E6.7,1.400395,0.7126221,0.6580982,0.988947,0.635105,0.61942
AC108218.1,0,0,0,0,0,0
MTNR1B,0,0,0,0,0,0
MTNR1A,0,0,0,0,0,0
RNU6-75P,0,0,0,0,0,0
PEX1,4.96162,5.21624,5.76337,6.25892,4.96361,4.89666
PEX3,15.2616,16.8778,17.5193,15.3485,16.084,17.0711
PEX2,22.0638,19.3016,20.3233,26.5004,30.7958,26.3477
PEX5,12.6929,13.1718,14.995,13.2401,13.645,12.8678
SLBP,31.4391,30.43,30.3964,27.3981,28.6971,30.168
PEX6,16.0385,13.8178,14.5366,16.0845,16.2373,16.6526
RP11-217E22.5,0.453146,0,0.239246,0.0713618,0,0.120181
REG4,0.138487,0,0,0,0,0.0222229
OR5B10P,0,0,0,0,0,0
RP3-390M24.1,0.453698,0.508331,0.69898,0,0,0
RP11-439M11.1,0,0,0,0,0,0
ZNF560,10.1638,11.1268,9.2094,6.38509,6.53825,8.73226
RN7SL542P,0,0,0,0,0,0
SDC3,6.29046,6.14685,6.19587,7.0976,6.8174,7.19096
RP1-18F17.1,0,0,0,0,0,0
GNAI2,87.915,80.6713,82.5522,87.8543,93.8504,93.7089
GNAI3,44.2766,43.4825,47.1234,38.3466,40.8603,40.4321
RP11-598C10.2,0,0,0,0,0,0
GNAI1,57.7697,49.9506,55.9622,59.1314,56.879,52.0022
RNU6-839P,0,0,0,0,0,0
AL354981.1,0,0,0,0,0,0
RP4-714D9.5,13.1452,12.8647,13.5652,23.4159,20.5563,19.5901
OR2L6P,0,0,0,0,0,0
EPPIN-WFDC6,0,0,0,0,0,0
PCDHB11,0.0159835,0.0162826,0.0324443,0.0967072,0.0517993,0.0094247
RP4-714D9.2,1.88973,2.18842,2.5092,2.15993,2.49329,2.41124
SNORD56B,0,0,0,0,0,0
RPS8P6,0,0,0,0,0,0
AC011294.3,0.0162221,0,0.044267,0,0.0549936,0.175763
RPS8P3,0,0,0,0,0,0
CTC-551A13.2,0,0,0,0,0,0.13116
RP11-399F2.2,0,0,0,0,0,0
CTC-564N23.2,8.70937,5.65553,5.65711,1.48047,0.966007,0.874538
BX936369.3,0,0,0,0,0,0
GK2,0,0,0,0,0,0
POMP,57.6325,51.1859,55.1298,42.439,47.8046,51.9178
RP11-1415C14.2,0,0,0,0,0,0
PCDHB14,0.219451,0.219638,0.265999,0.698398,0.519675,0.495942
NEURL1B,6.00303,5.33124,5.16047,1.79397,2.47479,2.38453
RNU5E-4P,0,0,0,0,0,0
VCX3B,0,0,0.0388431,0,0,0
AC012314.8,0.21455,0.152087,0.215924,0.342208,0.264751,0.328454
POMC,0.129573,0.0531545,0.0866321,0.103237,0.0960569,0.0268331
PRB1,0.138709,0.0473302,0.0944973,0.0843396,0.0788098,0.0238873
PRB2,0.138709,0.0473302,0.0944973,0.0843396,0.0788098,0.0238873
PRB3,0,0,0.0728941,0,0,0.113867
PRB4,0,0,0,0.119176,0,0
AC004062.2,0,0,0,0,0,0
POMK,11.4806,12.4443,12.1953,14.9773,16.3182,15.1623
AL121893.1,0,0,0,0,0,0
WSCD1,0.1891,0.0389373,0.0297867,0,0,0
WSCD2,0,0.0133843,0.0809173,0.140181,0.299623,0.394357
PCDHB18,0,0,0,0.0229115,0.0322116,0.00976786
hsa-mir-4536-2,0,0,0,0,0,0
AKT3-IT1,0,0,0,0,0,0
MYL6P2,0,0,0,0,0,0
MYL6P3,0,0,0,0,0,0
MYL6P1,0,0,0,0,0,0
